area_id,total_poi_count,active_poi_count,competitor_count,complementary_count,commercial_other_count,unique_category_count,mean_data_quality_score,competitor_density_proxy,complementarity_ratio,commercial_activity_proxy,saturation_proxy,recent_refresh_share,station_entrance_count,pt_facility_count,bus_shelter_count,transit_access_raw,transit_access_score,sa2_code_2021,sa2_name_2021,market_fit_score,seifa_irsad_decile,sa2_population,sal_name_2021,sal_code_2021,commercial_activity_log,diversity_log,competition_log,saturation_log,n_complementarity,n_activity,n_diversity,n_competition,n_saturation,n_quality,n_transit,n_market_fit,score_complementarity,score_activity,score_diversity,score_competition,score_saturation,score_quality,score_transit_access,score_market_fit,opportunity_score,reasons_top3
88be0e35cbfffff,14895,14895,102,4792,2253,15502,1.0,0.006847475832438239,0.3216970998925886,14895,0.004644662715558269,,23,7,10,4.07753744390572,1.0,117031644,Sydney (North) - Millers Point,0.8475941061356048,10,8004,Sydney,13730,9.608847999516849,9.648788832566362,0.006824138344486385,0.004633909553372834,0.42405526804023047,1.0,1.0,0.057938210765724474,0.061601951588149365,0.0,1.0,0.8669143099347728,0.38164974123620743,1.0,0.6,-0.052144389689152026,-0.036961170952889616,0.0,0.6,0.5201485859608637,3.0126927665550296,High commercial activity; High category diversity; Strong transit access
88be0e3423fffff,2521,2521,9,962,155,2635,1.0,0.0035685963521015066,0.38144329896907214,2521,0.0022073791868669115,,3,1,0,2.0794415416798357,0.4558669548126133,117031329,Darlinghurst,0.8367272936571889,10,10615,Darlinghurst,11213,7.8328075165248645,7.877017895622398,0.0035622440202591854,0.002204946504673224,0.5028116213683225,0.8007963121400733,0.8163737472454651,0.030244117927572905,0.029311967847208995,0.0,0.4558669548126133,0.8557997974898156,0.4525304592314902,0.8007963121400733,0.489824248347279,-0.027219706134815613,-0.017587180708325396,0.0,0.27352017288756797,0.5134798784938893,2.485344184257159,High commercial activity; Strong market fit; High category diversity
88be0e2455fffff,794,794,1,394,35,840,1.0,0.0012578616352201257,0.49559748427672956,794,0.0006344685732368182,,5,1,0,2.4849066497880004,0.5662855607195418,126021723,Eastwood,0.782324162541729,9,18974,Eastwood (NSW),11372,6.678342114654332,6.734591659972948,0.001257071190051114,0.0006342673831463008,0.6532875929102345,0.671309530863624,0.6979727483767201,0.010672769495587245,0.008431780590555897,0.0,0.5662855607195418,0.8001565921774554,0.5879588336192111,0.671309530863624,0.41878364902603205,-0.009605492546028521,-0.005059068354333538,0.0,0.3397713364317251,0.4800939553064732,2.483252744346703,High commercial activity; Strong complements; Strong market fit
88be0e3437fffff,3188,3188,14,1207,232,3369,1.0,0.004390090937597993,0.37848855440576984,3188,0.0027284917649166578,,3,3,2,2.3978952727983707,0.5425901187367163,117031645,Sydney (South) - Haymarket,0.6817946356624841,9,19935,Sydney,13730,8.067462667010057,8.122668023346407,0.004380482599100524,0.0027247761883399404,0.49891673080760573,0.8271156285067979,0.8418329143996779,0.03719111648539954,0.036222444333313945,0.0,0.5425901187367163,0.6973355782136718,0.44902505772684514,0.8271156285067979,0.5050997486398067,-0.03347200483685959,-0.021733466599988368,0.0,0.32555407124202973,0.418401346928203,2.4699903816068343,High commercial activity; High category diversity; Strong complements
88be0e34c3fffff,731,731,0,343,23,783,1.0,0.0,0.4685792349726776,731,0.0,,5,1,0,2.4849066497880004,0.5662855607195418,117021637,Marrickville - South,0.7390871417059974,8,14283,Marrickville,12514,6.595780513961311,6.664409020350408,0.0,0.0,0.6176726279185296,0.6620492828618656,0.6906990230584023,0.0,0.0,0.0,0.5662855607195418,0.755934019356206,0.5559053651266767,0.6620492828618656,0.41441941383504133,-0.0,-0.0,0.0,0.3397713364317251,0.45356041161372357,2.425705809869032,High commercial activity; Strong complements; Strong market fit
88be0e2617fffff,736,736,4,366,52,761,1.0,0.005427408412483039,0.4966078697421981,736,0.002732114682538952,,4,1,0,2.302585092994046,0.5166346987208347,120011673,Rhodes,0.825607229193047,10,11453,Rhodes,13372,6.602587892189336,6.635946555686647,0.005412733106750283,0.002728389241232279,0.6546194646601703,0.662812809853883,0.6877491746206692,0.045955116342401146,0.036270475290067786,0.0,0.5166346987208347,0.8444262603904207,0.5891575181941533,0.662812809853883,0.41264950477240153,-0.04135960470816103,-0.02176228517404067,0.0,0.3099808192325008,0.5066557562342524,2.4181345184049894,High commercial activity; Strong complements; Strong market fit
88be08d807fffff,861,861,0,445,21,937,1.0,0.0,0.5162412993039444,861,0.0,,2,0,0,1.6094379124341003,0.32787284514765397,128011604,Cronulla - Kurnell - Bundeena,0.8020893288822378,9,24374,Cronulla,11120,6.759255270663693,6.843749949006225,0.0,0.0,0.6804998945370176,0.6803848865369907,0.709285908082822,0.0,0.0,0.0,0.32787284514765397,0.8203722890715144,0.6124499050833159,0.6803848865369907,0.4255715448496932,-0.0,-0.0,0.0,0.19672370708859238,0.4922233734429086,2.4073534170015005,High commercial activity; Strong complements; Strong market fit
88be0e3495fffff,710,710,0,345,27,759,1.0,0.0,0.48523206751054854,710,0.0,,4,1,0,2.302585092994046,0.5166346987208347,120031677,Ashfield - South,0.7338264072752387,8,12246,Ashfield (NSW),10099,6.566672429803241,6.633318433280377,0.0,0.0,0.6396240889911777,0.6587844711831045,0.6874767961437562,0.0,0.0,0.0,0.5166346987208347,0.7505533708526619,0.57566168009206,0.6587844711831045,0.4124860776862537,-0.0,-0.0,0.0,0.3099808192325008,0.45033202251159715,2.407245070705516,High commercial activity; Strong complements; Strong market fit
88be08d8adfffff,1280,1280,3,612,66,1380,1.0,0.00234192037470726,0.477751756440281,1280,0.0012230638022475856,,2,1,0,1.791759469228055,0.37752370714636113,128011530,Miranda - Yowie Bay,0.7596408426384251,8,20705,Miranda (NSW),12656,7.155396301896734,7.2305631534092925,0.0023391823531722384,0.0012223164690108217,0.6297636789440069,0.7248167309065046,0.7493752095604858,0.01986009564226631,0.01624914752481447,0.0,0.37752370714636113,0.7769562248334,0.5667873110496062,0.7248167309065046,0.44962512573629143,-0.01787408607803968,-0.009749488514888683,0.0,0.22651422428781667,0.46617373490004,2.4062935522873303,High commercial activity; Strong complements; Strong market fit
88be0e35ddfffff,1634,1634,14,549,211,1689,1.0,0.00856269113149847,0.3357798165137615,1634,0.005687512274499901,,5,5,0,2.772588722239781,0.644628808385794,117031641,Pyrmont,0.8064636813629561,10,12658,Pyrmont,13297,7.399398083331354,7.432483807917119,0.008526239228245136,0.005671399442315305,0.44261884904086746,0.7521843811214842,0.7703022562615504,0.07238936558843093,0.07539406409610931,0.0,0.644628808385794,0.8248463512845268,0.39835696413678073,0.7521843811214842,0.4621813537569302,-0.06515042902958784,-0.04523643845766558,0.0,0.38677728503147635,0.49490781077071605,2.384020927330134,High commercial activity; Strong market fit; High category diversity
88be0e2469fffff,1049,1049,15,545,128,1123,1.0,0.014285714285714285,0.5190476190476191,1049,0.006870748299319727,,4,1,0,2.302585092994046,0.5166346987208347,126021500,Macquarie Park - Marsfield,0.7640727523886265,9,23818,Macquarie Park,12446,6.956545443151569,7.024649030453636,0.014184634991956432,0.006847252270361054,0.6841991341991344,0.7025132841239072,0.7280342799859199,0.12043020383120574,0.09102553643145958,0.0,0.5166346987208347,0.7814891562860572,0.615779220779221,0.7025132841239072,0.4368205679915519,-0.10838718344808516,-0.05461532185887575,0.0,0.3099808192325008,0.4688934937716343,2.3709848805918545,High commercial activity; Strong complements; Strong market fit
88be08c967fffff,703,703,0,315,28,727,1.0,0.0,0.4474431818181818,703,0.0,,4,1,0,2.302585092994046,0.5166346987208347,120031680,Strathfield - East,0.7022965350523771,8,16420,Strathfield (NSW),13690,6.556778356158042,6.590301048196686,0.0,0.0,0.5898114669421488,0.657674735241297,0.683018476469633,0.0,0.0,0.0,0.5166346987208347,0.7183048013751855,0.530830320247934,0.657674735241297,0.4098110858817798,-0.0,-0.0,0.0,0.3099808192325008,0.43098288082511127,2.339279841428623,High commercial activity; Strong complements; Strong market fit
88be0e348bfffff,370,370,0,157,9,397,1.0,0.0,0.42318059299191374,370,0.0,,6,3,0,2.772588722239781,0.644628808385794,120031394,Dulwich Hill - Lewisham,0.799856106826292,9,17948,Dulwich Hill,11306,5.916202062607435,5.986452005284438,0.0,0.0,0.5578289634893409,0.5858266207118604,0.6204355913644941,0.0,0.0,0.0,0.644628808385794,0.8180881625732921,0.5020460671404068,0.5858266207118604,0.37226135481869643,-0.0,-0.0,0.0,0.38677728503147635,0.4908528975439752,2.3377642252464153,High commercial activity; Strong complements; Strong market fit
88be08c965fffff,1353,1353,2,618,75,1411,1.0,0.0014771048744460858,0.4564254062038405,1353,0.0008029166821213584,,2,1,0,1.791759469228055,0.37752370714636113,120031678,Burwood (NSW),0.6541844134914239,7,15942,Burwood (NSW),10716,7.21081845347222,7.252762418053187,0.0014760150281205762,0.0008025945169584663,0.6016516718141535,0.7310329726468786,0.7516759402562357,0.01253164362673294,0.010669476391183163,0.0,0.37752370714636113,0.6690960039560129,0.5414865046327382,0.7310329726468786,0.45100556415374143,-0.011278479264059647,-0.006401685834709897,0.0,0.22651422428781667,0.4014576023736077,2.333816702996013,High commercial activity; Strong complements; High category diversity
88be0e3433fffff,1953,1953,8,870,220,2068,1.0,0.0040941658137154556,0.4452405322415558,1953,0.002271277247731604,,0,0,4,1.0986122886681098,0.18876185357318062,117031331,Glebe - Forest Lodge,0.7750834580407504,9,20262,Glebe (NSW),11645,7.577633832602728,7.634820677745543,0.004085807522580343,0.0022687017965354913,0.5869079743184146,0.7721756025510327,0.7912724394979687,0.03468926997687639,0.030159513609065547,0.0,0.18876185357318062,0.7927508418301268,0.5282171768865731,0.7721756025510327,0.4747634636987812,-0.03122034297918875,-0.018095708165439327,0.0,0.11325711214390836,0.47565050509807605,2.3147478092337432,High commercial activity; Strong complements; Strong market fit
88be0e34ebfffff,508,508,0,239,15,552,1.0,0.0,0.46954813359528486,508,0.0,,2,1,0,1.791759469228055,0.37752370714636113,117021327,Petersham - Stanmore,0.8352538275584205,10,19898,Enmore (Inner West - NSW),11428,6.2324480165505225,6.315358001522335,0.0,0.0,0.6189498124665119,0.6212972988295776,0.6545233926362746,0.0,0.0,0.0,0.37752370714636113,0.854292744954906,0.5570548312198608,0.6212972988295776,0.3927140355817647,-0.0,-0.0,0.0,0.22651422428781667,0.5125756469729436,2.3101560368919634,High commercial activity; Strong complements; Strong market fit
88be0e2705fffff,350,350,1,128,29,359,1.0,0.002849002849002849,0.3646723646723647,350,0.0018100502430986763,,7,1,0,2.772588722239781,0.644628808385794,121031408,Lindfield - Roseville,0.9411994934960284,10,24599,Lindfield,12348,5.860786223465865,5.886104031450156,0.002844952132231281,0.001808414076222719,0.4807044807044808,0.5796110869846921,0.6100355322922518,0.024154175653368755,0.024040572024914674,0.0,0.644628808385794,0.9626533543692748,0.4326340326340327,0.5796110869846921,0.3660213193753511,-0.02173875808803188,-0.014424343214948804,0.0,0.38677728503147635,0.5775920126215649,2.3064726353441363,High commercial activity; Strong market fit; Strong complements
88be0e35a3fffff,842,842,3,243,104,819,1.0,0.0035587188612099642,0.28825622775800713,842,0.0025328959866263087,,6,1,0,2.6390573296152584,0.6082647663916374,121011401,St Leonards - Naremburn,0.8942500287786346,10,11903,St Leonards (NSW),13657,6.736966958001855,6.709304340258298,0.0035524016043678225,0.002529693611968203,0.37997411840828216,0.6778849919000546,0.6953519718053331,0.0301605539759689,0.033629068850489476,0.0,0.6082647663916374,0.9146337155909293,0.34197670656745394,0.6778849919000546,0.4172111830831999,-0.02714449857837201,-0.020177441310293684,0.0,0.36495885983498244,0.5487802293545576,2.3034900308515827,High commercial activity; Strong market fit; High category diversity
88be0e2217fffff,1555,1555,5,674,67,1685,1.0,0.003213367609254499,0.43316195372750643,1555,0.0018214590175851335,,0,1,0,0.6931471805599453,0.07834324766625216,122011419,Manly - Fairlight,0.9068550707954413,10,22438,Manly (NSW),12485,7.349873704738337,7.430114138561801,0.003208215777095152,0.0018198021727203531,0.570986211731713,0.7466296435188365,0.770056663846125,0.027238351934269215,0.02419196232743316,0.0,0.07834324766625216,0.9275260790731625,0.5138875905585417,0.7466296435188365,0.462033998307675,-0.024514516740842294,-0.014515177396459897,0.0,0.04700594859975129,0.5565156474438975,2.2870431342914,High commercial activity; Strong market fit; Strong complements
88be0e2735fffff,522,522,1,189,43,535,1.0,0.0019120458891013384,0.361376673040153,522,0.0012210771069977955,,4,1,0,2.302585092994046,0.5166346987208347,121031407,Gordon - Killara,0.9042477264878552,10,22433,Gordon (NSW),11724,6.259581464064923,6.284134161070802,0.001910220256119262,0.0012203321986791772,0.47636015991656533,0.6243406319410598,0.6512873553477242,0.016218127215638076,0.01622276916686426,0.0,0.5166346987208347,0.9248593025172486,0.4287241439249088,0.6243406319410598,0.3907724132086345,-0.014596314494074268,-0.009733661500118555,0.0,0.3099808192325008,0.5549155815103491,2.2844036138232604,High commercial activity; Strong market fit; Strong complements
88be0e2745fffff,1605,1605,2,807,65,1682,1.0,0.0012453300124533001,0.5024906600249066,1605,0.0006195633125468162,,0,0,0,,0.0,121011684,Chatswood - East,0.7974617244157935,9,19601,Chatswood,10891,7.381501894506707,7.428333194190806,0.0012445552322046967,0.0006193714624357927,0.6623740518510134,0.7501771144816487,0.7698720868591167,0.010566506672790497,0.008233758213144208,0.0,0.0,0.8156392022040642,0.596136646665912,0.7501771144816487,0.46192325211547,-0.009509856005511448,-0.004940254927886524,0.0,0.0,0.48938352132243845,2.2831704236520713,High commercial activity; Strong complements; Strong market fit
88be0e3733fffff,1053,1053,1,533,23,1162,1.0,0.0009487666034155598,0.5056925996204934,1053,0.00046898235330123967,,0,0,0,,0.0,118011340,Bondi Beach - North Bondi,0.8942500287786346,10,20705,Bondi Beach,10463,6.960347729101308,7.0587581525186645,0.0009483168088592347,0.00046887241544865124,0.6665947904088323,0.7029397549114481,0.7315693477189709,0.008051387057350302,0.0062330642203543615,0.0,0.0,0.9146337155909293,0.5999353113679491,0.7029397549114481,0.4389416086313825,-0.007246248351615272,-0.0037398385322126165,0.0,0.0,0.5487802293545576,2.279610817381509,High commercial activity; Strong complements; Strong market fit
88be0e34c1fffff,872,872,2,353,31,912,1.0,0.002290950744558992,0.4043528064146621,872,0.001364598381638804,,2,1,0,1.791759469228055,0.37752370714636113,117021636,Marrickville - North,0.8048981236330147,9,12317,Marrickville,12514,6.771935555839602,6.816735880594968,0.002288330518012224,0.0013636681634205726,0.5330105175466001,0.6818071286504708,0.7064861713614545,0.019428354051666052,0.018128239064180943,0.0,0.37752370714636113,0.8232451079661854,0.4797094657919401,0.6818071286504708,0.4238917028168727,-0.017485518646499446,-0.010876943438508565,0.0,0.22651422428781667,0.49394706477971123,2.2775071242418035,High commercial activity; Strong market fit; Strong complements
88be0e341dfffff,651,651,5,261,59,696,1.0,0.007668711656441718,0.4003067484662577,651,0.0045988746283262445,,4,1,1,2.3513752571634776,0.5299215187253853,117031648,Zetland,0.8419880280879475,10,12622,Zetland,14542,6.480044561926653,6.546785410760524,0.007639456557957559,0.004588332114511958,0.5276770775237034,0.6490681438146046,0.6785085179462079,0.06486041487540423,0.06099605733193197,0.0,0.5299215187253853,0.8611804459933595,0.4749093697713331,0.6490681438146046,0.40710511076772476,-0.058374373387863804,-0.03659763439915918,0.0,0.3179529112352312,0.5167082675960157,2.270771795397886,High commercial activity; Strong market fit; Strong complements
88be0e36b7fffff,223,223,0,96,7,233,1.0,0.0,0.42857142857142855,223,0.0,,8,2,0,2.9444389791664403,0.6914280653751946,119041671,Wolli Creek,0.7789915966386555,10,10731,Wolli Creek,14371,5.4116460518550396,5.455321115357702,0.0,0.0,0.564935064935065,0.5292347698862261,0.5653892120578939,0.0,0.0,0.0,0.6914280653751946,0.7967480632020157,0.5084415584415585,0.5292347698862261,0.3392335272347364,-0.0,-0.0,0.0,0.4148568392251168,0.47804883792120945,2.269815532708847,High commercial activity; Strong complements; Strong market fit
88be0e3693fffff,771,771,1,319,31,781,1.0,0.0012953367875647669,0.41321243523316065,771,0.0007600875191280303,,4,1,0,2.302585092994046,0.5166346987208347,119041381,Rockdale - Banksia,0.6548117877287901,6,19853,Rockdale,13394,6.648984550024776,6.661854740545311,0.001294498562645791,0.0007597987989021603,0.5446891191709845,0.6680167370355566,0.6904342976250426,0.010990534888422478,0.01010056158576453,0.0,0.5166346987208347,0.6697376786681424,0.49022020725388604,0.6680167370355566,0.4142605785750256,-0.00989148139958023,-0.006060336951458718,0.0,0.3099808192325008,0.40184260720088544,2.2683691309468155,High commercial activity; Strong complements; High category diversity
88be0e3413fffff,625,625,4,260,28,649,1.0,0.006389776357827476,0.41533546325878595,625,0.003735875634129163,,2,2,0,1.9459101490553132,0.4195029128184568,117031330,Erskineville - Alexandria,0.9044779555657879,10,19126,Erskineville,11442,6.439350371100098,6.476972362889683,0.006369448285479845,0.003728914582447862,0.5474876561138543,0.6445038149241568,0.6712730970988565,0.054077807130577575,0.04957119100805539,0.0,0.4195029128184568,0.9250947794758283,0.4927388905024689,0.6445038149241568,0.4027638582593139,-0.048670026417519816,-0.029742714604833232,0.0,0.25170174769107406,0.555056867685497,2.2683524380401576,High commercial activity; Strong market fit; Strong complements
88be08cb4dfffff,850,850,3,290,58,873,1.0,0.0035252643948296123,0.3407755581668625,850,0.002323940452995784,,6,1,0,2.6390573296152584,0.6082647663916374,119041378,Kogarah,0.7015885806377344,7,13051,Kogarah,12190,6.7464121285733745,6.773080375655535,0.003519065215195728,0.0023212442797373623,0.4492041448563188,0.6789443781180663,0.7019617169768703,0.029877521797469535,0.030857999297929914,0.0,0.6082647663916374,0.7175807097275531,0.40428373037068693,0.6789443781180663,0.4211770301861221,-0.026889769617722582,-0.018514799578757946,0.0,0.36495885983498244,0.4305484258365318,2.254507855149909,High commercial activity; Strong market fit; High category diversity
88be085ae7fffff,392,392,1,246,9,427,1.0,0.002544529262086514,0.6259541984732825,392,0.0009517704873453373,,0,0,0,,0.0,115041625,Rouse Hill - Beaumont Hills,0.9234315644065845,10,17581,Rouse Hill,13444,5.973809611869261,6.059123195581797,0.002541297428672581,0.000951317841002565,0.8251214434420543,0.5922879803325578,0.6279672299523427,0.021576090431957306,0.012646564399110471,0.0,0.0,0.9444804200908941,0.7426092990978489,0.5922879803325578,0.3767803379714056,-0.019418481388761576,-0.007587938639466283,0.0,0.0,0.5666882520545364,2.2513594494281204,Strong complements; High commercial activity; Strong market fit
88be0e3481fffff,342,342,0,126,15,361,1.0,0.0,0.3673469387755102,342,0.0,,6,2,0,2.70805020110221,0.6270533046277631,120031394,Dulwich Hill - Lewisham,0.799856106826292,9,17948,Lewisham (NSW),12322,5.8377304471659395,5.8916442118257715,0.0,0.0,0.48423005565862715,0.5770251123352396,0.6106097163138687,0.0,0.0,0.0,0.6270533046277631,0.8180881625732921,0.43580705009276444,0.5770251123352396,0.3663658297883212,-0.0,-0.0,0.0,0.37623198277665787,0.4908528975439752,2.246282872536958,High commercial activity; Strong market fit; Strong complements
88be0e342bfffff,1087,1087,2,521,45,1161,1.0,0.001838235294117647,0.4788602941176471,1087,0.0009579774005190311,,0,0,0,,0.0,118011345,Paddington - Moore Park,0.9034016346264532,10,14793,Paddington (NSW),13126,6.992096427415888,7.057897937411856,0.0018365478073014477,0.0009575188330105838,0.6312249331550803,0.7065007423154976,0.7314801950676137,0.015592634347269967,0.012728998724829762,0.0,0.0,0.9239939246944685,0.5681024398395723,0.7065007423154976,0.43888811704056824,-0.014033370912542972,-0.007637399234897857,0.0,0.0,0.554396354816681,2.2462168838648786,High commercial activity; Strong complements; Strong market fit
88be0e3483fffff,368,368,0,132,14,399,1.0,0.0,0.35772357723577236,368,0.0,,5,1,0,2.4849066497880004,0.5662855607195418,120031395,Haberfield - Summer Hill,0.8488833889720271,10,13520,Summer Hill (Inner West - NSW),13702,5.910796644040527,5.991464547107982,0.0,0.0,0.47154471544715454,0.5852203398735203,0.620955090952528,0.0,0.0,0.0,0.5662855607195418,0.8682329809028186,0.42439024390243907,0.5852203398735203,0.3725730545715168,-0.0,-0.0,0.0,0.3397713364317251,0.5209397885416912,2.2428947633208924,High commercial activity; Strong market fit; Strong complements
