area_id,total_poi_count,active_poi_count,competitor_count,complementary_count,commercial_other_count,unique_category_count,mean_data_quality_score,competitor_density_proxy,complementarity_ratio,commercial_activity_proxy,saturation_proxy,recent_refresh_share,station_entrance_count,pt_facility_count,bus_shelter_count,transit_access_raw,transit_access_score,sa2_code_2021,sa2_name_2021,market_fit_score,seifa_irsad_decile,sa2_population,sal_name_2021,sal_code_2021,commercial_activity_log,diversity_log,competition_log,saturation_log,n_complementarity,n_activity,n_diversity,n_competition,n_saturation,n_quality,n_transit,n_market_fit,score_complementarity,score_activity,score_diversity,score_competition,score_saturation,score_quality,score_transit_access,score_market_fit,opportunity_score,reasons_top3
88be0e35cbfffff,14895,14895,393,2846,5,15502,1.0,0.026382921589688507,0.1910580021482277,14895,0.021342253299929274,,23,7,10,4.07753744390572,1.0,117031644,Sydney (North) - Millers Point,0.8475941061356048,10,8004,Sydney,13730,9.608847999516849,9.648788832566362,0.026040895043765385,0.021117696820852905,0.2547440028643036,1.0,1.0,0.06422474960981983,0.05208264878668528,0.0,1.0,0.8669143099347728,0.2547440028643036,0.8,0.5,-0.05780227464883785,-0.03124958927201117,0.0,0.4,0.606840016954341,2.4725321558977957,High commercial activity; Strong market fit; High category diversity
88be085ae7fffff,392,392,6,169,0,427,1.0,0.015267175572519083,0.4300254452926209,392,0.008701901598585941,,0,0,0,,0.0,115041625,Rouse Hill - Beaumont Hills,0.9234315644065845,10,17581,Rouse Hill,13444,5.973809611869261,6.059123195581797,0.01515180502060222,0.008664258274244507,0.5733672603901612,0.5922879803325578,0.6279672299523427,0.03736894918356386,0.021368690180692873,0.0,0.0,0.9444804200908941,0.5733672603901612,0.4738303842660463,0.31398361497617133,-0.033632054265207476,-0.012821214108415723,0.0,0.0,0.6611362940636258,1.9758642853223816,Strong market fit; Strong complements; High commercial activity
88be0e3467fffff,1880,1880,155,586,3,2027,1.0,0.08240297713981924,0.31153641679957467,1880,0.05673144890806269,,3,1,0,2.0794415416798357,0.4558669548126133,118011341,Bondi Junction - Waverly,0.8712731668009669,10,17720,Bondi Junction,10465,7.53955882930103,7.614805364711073,0.07918354836938298,0.05518060545669971,0.4153818890660995,0.7679050461388277,0.7891980534395948,0.19529065950666089,0.13609211829388632,0.0,0.4558669548126133,0.8911331151246851,0.4153818890660995,0.6143240369110622,0.3945990267197974,-0.1757615935559948,-0.08165527097633178,0.0,0.18234678192504533,0.6237931805872795,1.973028050676957,Strong market fit; High commercial activity; Strong complements
88be0e341dfffff,651,651,10,168,1,696,1.0,0.015337423312883436,0.25766871165644173,651,0.011385449207723285,,4,1,1,2.3513752571634776,0.5299215187253853,117031648,Zetland,0.8419880280879475,10,12622,Zetland,14542,6.480044561926653,6.546785410760524,0.015220994010355256,0.011321122777303775,0.34355828220858897,0.6490681438146046,0.6785085179462079,0.0375395902285501,0.027921324303652986,0.0,0.5299215187253853,0.8611804459933595,0.34355828220858897,0.5192545150516837,0.33925425897310396,-0.03378563120569509,-0.01675279458219179,0.0,0.21196860749015412,0.6028263121953517,1.9663235501309957,Strong market fit; High commercial activity; Strong complements
88be08c927fffff,334,334,6,189,0,365,1.0,0.01791044776119403,0.564179104477612,334,0.007805747382490532,,0,0,0,,0.0,120031396,Homebush,0.6939334637964775,8,20822,Homebush (NSW),11936,5.814130531825066,5.902633333401366,0.017751945458450356,0.0077754401479707275,0.7522388059701492,0.5743781061357163,0.6117486283334276,0.04378168454809368,0.01917659495844092,0.0,0.0,0.7097511008547813,0.7522388059701492,0.45950248490857304,0.3058743141667138,-0.03940351609328432,-0.011505956975064551,0.0,0.0,0.49682577059834687,1.963531902575434,Strong complements; Strong market fit; High commercial activity
88be0e342bfffff,1087,1087,34,394,1,1161,1.0,0.03125,0.36213235294117646,1087,0.019933363970588237,,0,0,0,,0.0,118011345,Paddington - Moore Park,0.9034016346264532,10,14793,Paddington (NSW),13126,6.992096427415888,7.057897937411856,0.030771658666753687,0.019737295721519096,0.4828431372549019,0.7065007423154976,0.7314801950676137,0.07589224831288036,0.04867816077593008,0.0,0.0,0.9239939246944685,0.4828431372549019,0.5652005938523982,0.3657400975338069,-0.06830302348159233,-0.029206896465558047,0.0,0.0,0.6467957472861279,1.9630696559800844,Strong market fit; High commercial activity; Strong complements
88be0e3413fffff,625,625,6,152,0,649,1.0,0.009584664536741214,0.24281150159744408,625,0.007257397748267308,,2,2,0,1.9459101490553132,0.4195029128184568,117031330,Erskineville - Alexandria,0.9044779555657879,10,19126,Erskineville,11442,6.439350371100098,6.476972362889683,0.009539023046758896,0.007231189562986567,0.3237486687965921,0.6445038149241568,0.6712730970988565,0.023526125567910044,0.017834307856294085,0.0,0.4195029128184568,0.9250947794758283,0.3237486687965921,0.5156030519393254,0.33563654854942826,-0.02117351301111904,-0.01070058471377645,0.0,0.16780116512738275,0.6475663456330798,1.958481682320913,Strong market fit; High commercial activity; High category diversity
88be0e2747fffff,1867,1867,113,355,1,1964,1.0,0.06049250535331906,0.19004282655246252,1867,0.048996338650734335,,14,1,0,3.4011973816621555,0.8158151582009437,121011684,Chatswood - East,0.7974617244157935,9,19601,Chatswood,10891,7.532623618788788,7.583247524303362,0.058733427909763,0.047833839084650755,0.2533904354032833,0.7671271812627996,0.7859274004120149,0.14485445661108504,0.11797276295323124,0.0,0.8158151582009437,0.8156392022040642,0.2533904354032833,0.6137017450102397,0.39296370020600746,-0.13036901094997655,-0.07078365777193873,0.0,0.3263260632803775,0.5709474415428448,1.9561767167208377,High commercial activity; Strong market fit; High category diversity
88be0e35a3fffff,842,842,35,198,37,819,1.0,0.04151838671411625,0.23487544483985764,842,0.03176673716560496,,6,1,0,2.6390573296152584,0.6082647663916374,121011401,St Leonards - Naremburn,0.8942500287786346,10,11903,St Leonards (NSW),13657,6.736966958001855,6.709304340258298,0.0406796356332612,0.031272611632478374,0.31316725978647686,0.6778849919000546,0.6953519718053331,0.10032832621052376,0.07712775034673489,0.0,0.6082647663916374,0.9146337155909293,0.31316725978647686,0.5423079935200437,0.3476759859026666,-0.09029549358947139,-0.04627665020804093,0.0,0.24330590655665496,0.6402436009136505,1.9501286028819804,Strong market fit; High commercial activity; High category diversity
88be0e35ddfffff,1634,1634,28,228,1,1689,1.0,0.01712538226299694,0.13944954128440368,1634,0.014737255562101955,,5,5,0,2.772588722239781,0.644628808385794,117031641,Pyrmont,0.8064636813629561,10,12658,Pyrmont,13297,7.399398083331354,7.432483807917119,0.016980395861573908,0.014629717468154984,0.18593272171253822,0.7521843811214842,0.7703022562615504,0.04187880910592216,0.0360813228452996,0.0,0.644628808385794,0.8248463512845268,0.18593272171253822,0.6017475048971874,0.3851511281307752,-0.037690928195329945,-0.02164879370717976,0.0,0.2578515233543176,0.5773924458991687,1.9487356020914777,High commercial activity; Strong market fit; High category diversity
88be0e3411fffff,824,824,8,249,1,844,1.0,0.009696969696969697,0.3018181818181818,824,0.006770247933884298,,0,0,2,0.6931471805599453,0.07834324766625216,117031330,Erskineville - Alexandria,0.9044779555657879,10,19126,Alexandria,10030,6.715383386334681,6.739336627357174,0.009650255832161706,0.006747432723871011,0.4024242424242424,0.6754641421984492,0.6984645165630246,0.023800459371678767,0.016641216689035114,0.0,0.07834324766625216,0.9250947794758283,0.4024242424242424,0.5403713137587594,0.3492322582815123,-0.021420413434510892,-0.009984730013421069,0.0,0.031337299066500866,0.6475663456330798,1.9395263157161629,Strong market fit; High commercial activity; Strong complements
88be0e3423fffff,2521,2521,73,383,24,2635,1.0,0.02894528152260111,0.15186360031720855,2521,0.024549546858383734,,3,1,0,2.0794415416798357,0.4558669548126133,117031329,Darlinghurst,0.8367272936571889,10,10615,Darlinghurst,11213,7.8328075165248645,7.877017895622398,0.028534279075124146,0.02425304951705169,0.20248480042294473,0.8007963121400733,0.8163737472454651,0.07037419127939405,0.059815379997091626,0.0,0.4558669548126133,0.8557997974898156,0.20248480042294473,0.6406370497120587,0.40818687362273254,-0.06333677215145465,-0.035889227998254974,0.0,0.18234678192504533,0.5990598582428709,1.9334893637759425,High commercial activity; Strong market fit; High category diversity
88be0e359bfffff,630,630,24,264,0,698,1.0,0.03803486529318542,0.4183835182250396,630,0.022121704536607053,,0,0,0,,0.0,120011385,Drummoyne - Rodd Point,0.8803557039254057,10,18366,Drummoyne,11296,6.447305862541213,6.54965074223381,0.03732937309403876,0.021880569365279604,0.5578446909667194,0.6453961162252726,0.6788054807591586,0.0920655621101694,0.05396412398435677,0.0,0.0,0.9004226811406504,0.5578446909667194,0.5163168929802181,0.3394027403795793,-0.08285900589915246,-0.03237847439061406,0.0,0.0,0.6302958767984552,1.9286227208352054,Strong market fit; Strong complements; High commercial activity
88be0e3437fffff,3188,3188,56,477,1,3369,1.0,0.017560363750391973,0.1495766698024459,3188,0.014933743020088753,,3,3,2,2.3978952727983707,0.5425901187367163,117031645,Sydney (South) - Haymarket,0.6817946356624841,9,19935,Sydney,13730,8.067462667010057,8.122668023346407,0.01740796212813275,0.014823332550341073,0.19943555973659455,0.8271156285067979,0.8418329143996779,0.0429333172695316,0.03655883639286345,0.0,0.5425901187367163,0.6973355782136718,0.19943555973659455,0.6616925028054383,0.42091645719983894,-0.038639985542578435,-0.02193530183571807,0.0,0.21703604749468652,0.4881349047495702,1.9266401846078318,High commercial activity; Strong market fit; High category diversity
88be08d8adfffff,1280,1280,75,431,2,1380,1.0,0.0585480093676815,0.336455893832943,1280,0.03884918654373871,,2,1,0,1.791759469228055,0.37752370714636113,128011530,Miranda - Yowie Bay,0.7596408426384251,8,20705,Miranda (NSW),12656,7.155396301896734,7.2305631534092925,0.05689816660360664,0.03811354907301303,0.448607858443924,0.7248167309065046,0.7493752095604858,0.1403281452973461,0.09399957804222607,0.0,0.37752370714636113,0.7769562248334,0.448607858443924,0.5798533847252036,0.3746876047802429,-0.1262953307676115,-0.05639974682533564,0.0,0.15100948285854446,0.5438693573833799,1.9153326105983477,High commercial activity; Strong market fit; Strong complements
88be0e343dfffff,3163,3163,36,556,4,3284,1.0,0.011378002528445006,0.17572692793931732,3163,0.00937858109803558,,0,1,1,0.9162907318741551,0.13911099157447346,117031336,Surry Hills,0.8037757568780936,10,15828,Surry Hills,13714,8.059592328887545,8.09712193091871,0.011313759900273423,0.009334875259653864,0.23430257058575643,0.8262328781451238,0.8391853186370394,0.027903165214539977,0.023022635173736417,0.0,0.13911099157447346,0.8220971577931099,0.23430257058575643,0.6609863025160991,0.4195926593185197,-0.02511284869308598,-0.01381358110424185,0.0,0.055644396629789386,0.5754680104551769,1.9070675097080136,High commercial activity; Strong market fit; High category diversity
88be0e2617fffff,736,736,19,175,0,761,1.0,0.025780189959294438,0.23744911804613297,736,0.0196587065903982,,4,1,0,2.302585092994046,0.5166346987208347,120011673,Rhodes,0.825607229193047,10,11453,Rhodes,13372,6.602587892189336,6.635946555686647,0.025453483990196396,0.019467969922684514,0.31659882406151063,0.662812809853883,0.6877491746206692,0.06277601569456444,0.04801392162575705,0.0,0.5166346987208347,0.8444262603904207,0.31659882406151063,0.5302502478831065,0.3438745873103346,-0.056498414125108,-0.02880835297545423,0.0,0.20665387948833389,0.5910983822732945,1.903169153916018,Strong market fit; High commercial activity; High category diversity
88be085111fffff,1064,1064,48,321,1,1156,1.0,0.04507042253521127,0.30140845070422534,1064,0.03148581630628843,,9,1,0,2.995732273553991,0.7053965522940152,116011303,Blacktown (East) - Kings Park,0.592327615977898,4,17032,Blacktown,10396,6.970730078143525,7.053585727193677,0.04408427313201935,0.03100030288328554,0.40187793427230045,0.7041042566430609,0.7310332778127118,0.10872519546184761,0.0764561543357652,0.0,0.7053965522940152,0.605829232109638,0.40187793427230045,0.5632834053144488,0.3655166389063559,-0.09785267591566285,-0.04587369260145912,0.0,0.2821586209176061,0.4240804624767466,1.893190693370336,High commercial activity; Strong market fit; Strong complements
88be0e22e1fffff,370,370,5,124,0,373,1.0,0.013477088948787063,0.33423180592991913,370,0.008972617170755806,,0,1,0,0.6931471805599453,0.07834324766625216,122011418,Balgowlah - Clontarf - Seaforth,0.954552780016116,10,20732,Balgowlah,10154,5.916202062607435,5.924255797414532,0.013387080782459376,0.008932602421207787,0.44564240790655885,0.5858266207118604,0.6139895794401806,0.03301660368489255,0.02203050827945686,0.0,0.07834324766625216,0.9763110179668919,0.44564240790655885,0.46866129656948835,0.3069947897200903,-0.029714943316403297,-0.013218304967674116,0.0,0.031337299066500866,0.6834177125768243,1.8931202575553852,Strong market fit; High commercial activity; Strong complements
88be0e2533fffff,1175,1175,86,388,2,1250,1.0,0.07312925170068027,0.3299319727891156,1175,0.04900157341848303,,6,1,0,2.6390573296152584,0.6082647663916374,121021577,Hornsby - East,0.6906469437089904,7,11943,Hornsby,11943,7.069874128458572,7.1316985104669115,0.07057891464258624,0.04783882933532602,0.43990929705215415,0.7152244200859889,0.7391288828289176,0.17406902155378107,0.11798507042574978,0.0,0.6082647663916374,0.7063896672710575,0.43990929705215415,0.5721795360687911,0.3695644414144588,-0.15666211939840297,-0.07079104225544987,0.0,0.24330590655665496,0.4944727670897402,1.8919787865279463,High commercial activity; Strong market fit; Strong complements
88be085a5dfffff,503,503,8,187,0,500,1.0,0.015873015873015872,0.37103174603174605,503,0.009983623078861173,,0,0,0,,0.0,115011553,Castle Hill - Central,0.8512605042016806,10,7677,Castle Hill (NSW),10846,6.222576268071369,6.2166061010848646,0.015748356968139168,0.009934115948302444,0.4947089947089947,0.6201900669159446,0.6442887505323698,0.03884022731726163,0.024500544558947245,0.0,0.0,0.8706642805001531,0.4947089947089947,0.4961520535327557,0.3221443752661849,-0.03495620458553547,-0.014700326735368346,0.0,0.0,0.6094649963501071,1.8728138885371388,Strong market fit; High commercial activity; Strong complements
88be08d9d1fffff,743,743,3,264,0,744,1.0,0.004032258064516129,0.3548387096774194,743,0.0026014568158168575,,0,0,0,,0.0,128011602,Caringbah,0.7420686082652238,8,12858,Caringbah,10814,6.612041034833092,6.61338421837956,0.00402415029972544,0.0025980788841285895,0.4731182795698925,0.6638730902329257,0.685410815091965,0.00992477581733601,0.006407650947453437,0.0,0.0,0.7589834459698118,0.4731182795698925,0.5310984721863407,0.3427054075459825,-0.008932298235602409,-0.003844590568472062,0.0,0.0,0.5312884121788682,1.8654336826770095,Strong market fit; High commercial activity; Strong complements
88be0e3481fffff,342,342,8,89,0,361,1.0,0.023323615160349854,0.2594752186588921,342,0.017271715016702223,,6,2,0,2.70805020110221,0.6270533046277631,120031394,Dulwich Hill - Lewisham,0.799856106826292,9,17948,Lewisham (NSW),12322,5.8377304471659395,5.8916442118257715,0.023055776299925893,0.01712425445648964,0.34596695821185613,0.5770251123352396,0.6106097163138687,0.056862540916283705,0.042233608056655436,0.0,0.6270533046277631,0.8180881625732921,0.34596695821185613,0.4616200898681917,0.30530485815693437,-0.05117628682465534,-0.02534016483399326,0.0,0.25082132185110523,0.5726617138013044,1.8598584902307433,Strong market fit; High commercial activity; Strong complements
88be0e3633fffff,468,468,10,217,0,531,1.0,0.021321961620469083,0.4626865671641791,468,0.011456576393087866,,0,0,0,,0.0,117011323,Pagewood - Hillsdale - Daceyville,0.6856624841717508,7,14762,Eastgardens,11370,6.150602768446279,6.2766434893416445,0.02109782896463587,0.011391446791234392,0.6169154228855721,0.6121173981390766,0.6505110224981675,0.05203364862410721,0.028094764662698272,0.0,0.0,0.701291591117809,0.6169154228855721,0.4896939185112613,0.32525551124908375,-0.04683028376169649,-0.016856858797618963,0.0,0.0,0.4909041137824663,1.859081823869068,Strong complements; Strong market fit; High commercial activity
88be0e34e1fffff,784,784,17,218,7,777,1.0,0.02165605095541401,0.27770700636942675,784,0.015642013874802223,,0,0,3,0.9162907318741551,0.13911099157447346,117031638,Camperdown - Darlington,0.8679636238056866,10,8332,Camperdown (NSW),10780,6.665683717782408,6.656726524178391,0.02142489008410606,0.0155209385185322,0.370276008492569,0.6698897437791349,0.6899028095330231,0.05284028059546526,0.038279344407587686,0.0,0.13911099157447346,0.8877481338451032,0.370276008492569,0.535911795023308,0.34495140476651154,-0.04755625253591873,-0.02296760664455261,0.0,0.055644396629789386,0.6214236936915722,1.8576834394232788,Strong market fit; High commercial activity; Strong complements
88be0e20a7fffff,282,282,3,105,1,275,1.0,0.01060070671378092,0.3710247349823322,282,0.006667582314674925,,0,0,0,,0.0,122031692,Belrose,0.9039599401404397,10,8652,Belrose,10283,5.645446897643238,5.62040086571715,0.010544913176614965,0.006645452302369071,0.49469964664310956,0.5554582660012013,0.5824980692651607,0.026006955877944347,0.01638970202239027,0.0,0.0,0.9245649563190241,0.49469964664310956,0.44436661280096107,0.29124903463258034,-0.023406260290149913,-0.00983382121343416,0.0,0.0,0.6471954694233168,1.8442706819963839,Strong market fit; Strong complements; High commercial activity
88be085a41fffff,310,310,12,132,0,325,1.0,0.03858520900321544,0.42443729903536975,310,0.022208207111175444,,0,0,0,,0.0,115011555,Castle Hill - North,0.895027051916657,10,12189,Castle Hill (NSW),10846,5.739792912179234,5.786897381366708,0.03785941104342241,0.0219651961900667,0.5659163987138263,0.5660402736808886,0.5997537599574062,0.0933727965399252,0.05417283941533911,0.0,0.0,0.9154284503261355,0.5659163987138263,0.45283221894471093,0.2998768799787031,-0.08403551688593268,-0.032503703649203464,0.0,0.0,0.6407999152282948,1.842886192330399,Strong market fit; Strong complements; High commercial activity
88be0e3433fffff,1953,1953,60,441,0,2068,1.0,0.030706243602865915,0.22569089048106447,1953,0.023776124140806616,,0,0,4,1.0986122886681098,0.18876185357318062,117031331,Glebe - Forest Lodge,0.7750834580407504,9,20262,Glebe (NSW),11645,7.577633832602728,7.634820677745543,0.030244240675779552,0.02349787394581929,0.3009211873080859,0.7721756025510327,0.7912724394979687,0.07459147549562122,0.05795288787105906,0.0,0.18876185357318062,0.7927508418301268,0.3009211873080859,0.6177404820408262,0.39563621974898433,-0.0671323279460591,-0.03477173272263544,0.0,0.07550474142927226,0.5549255892810887,1.8428241591395629,High commercial activity; Strong market fit; High category diversity
88be0e35ebfffff,688,688,16,118,0,694,1.0,0.023222060957910014,0.17126269956458637,688,0.01924498810880496,,2,4,0,2.1972245773362196,0.48794231305328967,121041417,North Sydney - Lavender Bay,0.8858639346149417,10,12441,Milsons Point,12640,6.535241271013659,6.543911845564792,0.022956531798610083,0.019062145470703874,0.22835026608611514,0.6552590995462779,0.6782107017906679,0.0566177738590667,0.04701303537472018,0.0,0.48794231305328967,0.9060564673746673,0.22835026608611514,0.5242072796370224,0.33910535089533395,-0.050955996473160035,-0.028207821224832105,0.0,0.19517692522131588,0.6342395271622671,1.8419155313040623,Strong market fit; High commercial activity; High category diversity
88be0e2769fffff,528,528,6,190,0,551,1.0,0.011342155009451797,0.3591682419659735,528,0.007268413134601435,,0,0,0,,0.0,121011684,Chatswood - East,0.7974617244157935,9,19601,Chatswood,10891,6.270988431858299,6.313548046277095,0.011278315037707168,0.007242125522481083,0.4788909892879647,0.6256200566352041,0.6543358089636865,0.027815747427269364,0.01786127925105982,0.0,0.0,0.8156392022040642,0.4788909892879647,0.5004960453081634,0.32716790448184324,-0.025034172684542427,-0.010716767550635891,0.0,0.0,0.5709474415428448,1.8417514403856379,Strong market fit; High commercial activity; Strong complements
88be0e343bfffff,1378,1378,19,231,2,1396,1.0,0.013778100072516316,0.16751269035532995,1378,0.011470093461384142,,3,1,0,2.0794415416798357,0.4558669548126133,117031642,Redfern,0.7230631978818924,9,13670,Redfern,13352,7.229113877793302,7.242082359256962,0.013684045000453754,0.011404810664970308,0.2233502538071066,0.7330850182115055,0.7505690594879284,0.033749007563933994,0.028127724030763926,0.0,0.4558669548126133,0.7395448230390657,0.2233502538071066,0.5864680145692044,0.3752845297439642,-0.030374106807540595,-0.016876634418458356,0.0,0.18234678192504533,0.5176813761273459,1.8378802149466678,High commercial activity; Strong market fit; High category diversity
