area_id,total_poi_count,active_poi_count,competitor_count,complementary_count,commercial_other_count,unique_category_count,mean_data_quality_score,competitor_density_proxy,complementarity_ratio,commercial_activity_proxy,saturation_proxy,recent_refresh_share,station_entrance_count,pt_facility_count,bus_shelter_count,transit_access_raw,transit_access_score,sa2_code_2021,sa2_name_2021,market_fit_score,seifa_irsad_decile,sa2_population,sal_name_2021,sal_code_2021,rent_stress_share,rent_affordability_score,commercial_activity_log,diversity_log,competition_log,saturation_log,n_complementarity,n_activity,n_diversity,n_competition,n_saturation,n_quality,n_transit,n_market_fit,n_rent_affordability,score_complementarity,score_activity,score_diversity,score_competition,score_saturation,score_quality,score_transit_access,score_market_fit,score_rent_affordability,opportunity_score,reasons_top3
88be6355d3fffff,281,281,0,209,0,315,1.0,0.0,0.7411347517730497,281,0.0,,0,0,0,,0.0,210011231,Strathmore,0.8365949119373777,9,10031,Strathmore (Vic.),22380,0.27147766323024053,0.7285223367697595,5.641907070938114,5.755742213586912,0.0,0.0,0.8646572104018914,0.5762208690734096,0.615432021932,0.0,0.0,0.0,0.0,0.9098363734241396,0.8830031027104891,0.8646572104018914,0.46097669525872775,0.307716010966,-0.0,-0.0,0.0,0.0,0.6368854613968977,0.2649009308131467,2.5351363088366634,Strong complements; Strong market fit; High commercial activity
88be63521dfffff,354,354,4,168,0,370,1.0,0.011267605633802818,0.4732394366197183,354,0.005935330291608807,,0,0,0,,0.0,211041271,Nunawading,0.7514389317370783,8,12413,Nunawading,21985,0.2748671222475323,0.7251328777524677,5.872117789475416,5.916202062607435,0.011204599012863078,0.0059177856068772985,0.5521126760563381,0.6030260128354848,0.6325891713763394,0.027633941339963757,0.014595055131842895,0.0,0.0,0.8172252337969628,0.878894920054005,0.5521126760563381,0.4824208102683879,0.3162945856881697,-0.024870547205967382,-0.008757033079105737,0.0,0.0,0.5720576636578739,0.2636684760162015,2.1529266314018978,Strong market fit; Strong complements; High commercial activity
88be635643fffff,1908,1908,41,469,2,2034,1.0,0.021477213200628602,0.24567836563645887,1908,0.01620072656307239,,0,0,0,,0.0,206061136,Prahran - Windsor,0.8092782318406814,10,19119,Windsor (Vic.),22805,0.24544600938967137,0.7545539906103287,7.554334823725748,7.618251097876695,0.021249827832044873,0.01607089515762894,0.28662475990920205,0.7988990361620918,0.8145805532576317,0.052408523957075334,0.039635704370748884,0.0,0.0,0.8801281971030458,0.9145546831490892,0.28662475990920205,0.6391192289296734,0.40729027662881584,-0.0471676715613678,-0.023781422622449328,0.0,0.0,0.6160897379721321,0.27436640494472675,2.152541314200733,High commercial activity; Strong market fit; High category diversity
88be635629fffff,1237,1237,42,330,1,1294,1.0,0.033925686591276254,0.2665589660743134,1237,0.02488249065014446,,0,0,0,,0.0,206071517,Richmond (South) - Cremorne,0.8752906642108897,10,17671,Richmond (Vic.),22170,0.17494929006085191,0.8250507099391481,7.121252453244542,7.166265974133638,0.03336290366912144,0.02457796275017799,0.31098546042003233,0.7484720392119563,0.7662520999902598,0.08228304483408556,0.060616714628922944,0.0,0.0,0.9519198267336029,1.0,0.31098546042003233,0.5987776313695651,0.3831260499951299,-0.07405474035067701,-0.03637002877735376,0.0,0.0,0.666343878713522,0.3,2.1488082513702182,Strong market fit; High commercial activity; High category diversity
88be635449fffff,1658,1658,28,497,4,1826,1.0,0.016877637130801686,0.29957805907172996,1658,0.011821467357439155,,0,0,0,,0.0,206071142,Fitzroy,0.7072464602279267,8,10431,Fitzroy (Vic.),20924,0.24170085788884743,0.7582991421111526,7.413970290190444,7.510430556378006,0.01673679235552381,0.01175213964749739,0.349507735583685,0.7825553510182536,0.8030518552378174,0.04127800893550376,0.028984342702954153,0.0,0.0,0.7691638394030822,0.9190939817106286,0.349507735583685,0.626044280814603,0.4015259276189087,-0.03715020804195339,-0.01739060562177249,0.0,0.0,0.5384146875821575,0.2757281945131886,2.136680012448817,High commercial activity; Strong market fit; High category diversity
88be635615fffff,2192,2192,48,542,1,2257,1.0,0.02188782489740082,0.2471500227998176,2192,0.016478248474969794,,0,0,0,,0.0,206051512,South Melbourne,0.7653505237711522,9,11693,South Melbourne,22310,0.2680614579928081,0.7319385420071919,7.693025748417888,7.722234744709607,0.021651725383038802,0.01634395540671878,0.28834169326645387,0.8150478505982258,0.8256989917914452,0.05339972527861227,0.04030915380851653,0.0,0.0,0.8323547454210848,0.8871437030351459,0.28834169326645387,0.6520382804785807,0.4128494958957226,-0.04805975275075104,-0.024185492285109918,0.0,0.0,0.5826483217947593,0.26614311091054377,2.129775657310199,High commercial activity; Strong market fit; High category diversity
88be63560dfffff,1883,1883,58,444,2,1964,1.0,0.03078556263269639,0.2356687898089172,1883,0.02353036634346221,,0,0,0,,0.0,206061515,South Yarra - North,0.8201795786807873,10,11192,South Yarra,22314,0.2586333578251286,0.7413666421748715,7.5411524551363085,7.583247524303362,0.030321193714961853,0.02325779479824946,0.2749469214437367,0.7973641150801817,0.810837800497053,0.07478126504259693,0.05736077983816321,0.0,0.0,0.8919839252851258,0.8985710008413316,0.2749469214437367,0.6378912920641454,0.4054189002485265,-0.06730313853833723,-0.03441646790289793,0.0,0.0,0.6243887476995881,0.26957130025239945,2.1104975552671608,High commercial activity; Strong market fit; High category diversity
88be63c327fffff,607,607,11,307,0,686,1.0,0.018092105263157895,0.5049342105263158,607,0.008956782375346261,,0,0,0,,0.0,212021456,Narre Warren - South West,0.5809888338897202,3,14758,Narre Warren,21893,0.33627278071722516,0.6637272192827748,6.410174881966167,6.532334292222349,0.017930390718429095,0.008916908318714972,0.5890899122807018,0.6656759963291153,0.6984690335693114,0.044221784710623914,0.021991801860139944,0.0,0.0,0.6318527235624772,0.8044683936236212,0.5890899122807018,0.5325407970632923,0.3492345167846557,-0.039799606239561525,-0.013195081116083966,0.0,0.0,0.44229690649373404,0.24134051808708634,2.101507963353825,Strong complements; High commercial activity; Strong market fit
88be63cee5fffff,568,568,1,200,0,562,1.0,0.0017574692442882249,0.351493848857645,568,0.00113972961536442,,0,0,0,,0.0,208031191,Moorabbin - Heatherton,0.7706918383791872,8,9116,Moorabbin,21746,0.33542976939203356,0.6645702306079664,6.343880434126331,6.333279628139691,0.0017559267022649143,0.0011390806166415867,0.41007615700058586,0.6579568413902619,0.6771851383138563,0.004330648105475188,0.0028093184687490265,0.0,0.0,0.8381636766528536,0.8054901627282788,0.41007615700058586,0.5263654731122095,0.33859256915692815,-0.003897583294927669,-0.0016855910812494158,0.0,0.0,0.5867145736569975,0.24164704881848362,2.0978126473690275,Strong market fit; High commercial activity; Strong complements
88be63544dfffff,1261,1261,23,407,1,1402,1.0,0.018225039619651346,0.3225039619651347,1261,0.012347392135342236,,0,0,0,,0.0,206071141,Collingwood,0.6700759755957176,7,9179,Collingwood (Vic.),20616,0.23492723492723494,0.7650727650727651,7.140453043101158,7.246368080102461,0.018060954228161705,0.012271784821635223,0.37625462229265716,0.7507077064940592,0.7748170077307478,0.04454379394673747,0.03026594539513749,0.0,0.0,0.7287391864992425,0.9273039291478136,0.37625462229265716,0.6005661651952474,0.3874085038653739,-0.040089414552063725,-0.018159567237082494,0.0,0.0,0.5101174305494698,0.27819117874434407,2.094288918857946,High commercial activity; Strong market fit; High category diversity
88be635489fffff,257,257,4,122,0,274,1.0,0.015503875968992248,0.4728682170542636,257,0.008172585782104442,,0,0,0,,0.0,213031349,Maribyrnong,0.7531368711868308,8,12573,Maribyrnong,21604,0.28668407310704963,0.7133159268929503,5.552959584921617,5.616771097666572,0.01538491883947943,0.008139371047056244,0.5516795865633075,0.5658640526528005,0.6005725526077645,0.03794387860218851,0.020074158994921296,0.0,0.0,0.8190718229277514,0.864572223621941,0.5516795865633075,0.45269124212224043,0.30028627630388227,-0.03414949074196966,-0.012044495396952777,0.0,0.0,0.5733502760494259,0.25937166708658227,2.0911850619865158,Strong market fit; Strong complements; High commercial activity
88be63c8e1fffff,585,585,19,244,0,635,1.0,0.032423208191126277,0.41638225255972694,585,0.018922759729292127,,0,0,0,,0.0,211011260,Wantirna South,0.7506561528721077,8,17942,Wantirna South,22686,0.2962406015037594,0.7037593984962406,6.373319789577012,6.455198563340122,0.031908668453828844,0.01874595129822785,0.4857792946530148,0.6613846841950289,0.6902213053306968,0.0786964594874997,0.04623320459235931,0.0,0.0,0.8163739249095484,0.8529892648030648,0.4857792946530148,0.5291077473560232,0.3451106526653484,-0.07082681353874974,-0.027739922755415584,0.0,0.0,0.5714617474366839,0.25589677944091943,2.0887894852578244,Strong market fit; High commercial activity; Strong complements
88be634689fffff,404,404,9,179,0,439,1.0,0.022222222222222223,0.4419753086419753,404,0.012400548696844994,,0,0,0,,0.0,213011340,Taylors Lakes,0.7306032001841831,7,16910,Taylors Lakes,22474,0.3053571428571429,0.6946428571428571,6.003887067106539,6.0867747269123065,0.021978906718775244,0.012324291665023464,0.5156378600823046,0.6183688884963969,0.6508276323400134,0.054206653739764,0.030395443204784368,0.0,0.0,0.7945653942937264,0.8419395908332601,0.5156378600823046,0.4946951107971176,0.3254138161700067,-0.048785988365787604,-0.01823726592287062,0.0,0.0,0.5561957760056084,0.252581877249978,2.0775011860163572,Strong market fit; Strong complements; High commercial activity
88be635605fffff,817,817,3,143,1,793,1.0,0.003667481662591687,0.17481662591687042,817,0.0030263448927254142,,0,0,0,,0.0,206071517,Richmond (South) - Cremorne,0.8752906642108897,10,17671,Cremorne (Vic.),20670,0.17494929006085191,0.8250507099391481,6.706862336602747,6.677083461247136,0.0036607728496811666,0.0030217747292927487,0.20395273023634883,0.7002215202059675,0.7139463205047154,0.009028576754142297,0.007452613477376311,0.0,0.0,0.9519198267336029,1.0,0.20395273023634883,0.560177216164774,0.3569731602523577,-0.008125719078728067,-0.004471568086425786,0.0,0.0,0.666343878713522,0.3,2.0748496982018483,Strong market fit; High commercial activity; High category diversity
88be63cd9bfffff,790,790,45,294,0,870,1.0,0.056890012642225034,0.37168141592920356,790,0.03574505219113254,,0,0,0,,0.0,206061135,Armadale,0.8381950040290087,10,9336,Armadale (Vic.),20066,0.2898550724637681,0.7101449275362319,6.673297967767654,6.769641976852503,0.055330645317047754,0.035121024933920685,0.43362831858407086,0.6963133714558815,0.7238431282998192,0.1364621621209572,0.08661910539673758,0.0,0.0,0.9115765489440012,0.8607288242787027,0.43362831858407086,0.5570506971647052,0.3619215641499096,-0.12281594590886147,-0.051971463238042546,0.0,0.0,0.6381035842608008,0.25821864728361077,2.074135402296193,Strong market fit; High commercial activity; Strong complements
88be6356edfffff,1315,1315,18,327,0,1438,1.0,0.013677811550151976,0.24848024316109424,1315,0.01027914561025859,,0,0,0,,0.0,206041118,Docklands,0.7623690572119257,9,15493,Docklands,20766,0.2980446375666601,0.7019553624333399,7.182352111885263,7.271703706887368,0.013585114590306516,0.01022667445909161,0.28989361702127664,0.7555863262620307,0.7775260164807127,0.03350501515085354,0.02522208262705426,0.0,0.0,0.8291122600999035,0.8508026888251666,0.28989361702127664,0.6044690610096246,0.38876300824035637,-0.030154513635768185,-0.015133249576232554,0.0,0.0,0.5803785820699324,0.25524080664755,2.073457311776739,High commercial activity; Strong market fit; High category diversity
88be635405fffff,836,836,27,262,0,965,1.0,0.03225806451612903,0.3130227001194743,836,0.022160558060662118,,0,0,0,,0.0,206011496,Brunswick - South,0.8009496949464716,10,12983,Brunswick (Vic.),20361,0.2535211267605634,0.7464788732394366,6.729824070489475,6.873163834212518,0.0317486983145803,0.02191858126292272,0.3651931501393867,0.7028951254219669,0.7349121900515488,0.07830192457919417,0.054057872859125486,0.0,0.0,0.8710705209259235,0.9047672636927898,0.3651931501393867,0.5623161003375735,0.3674560950257744,-0.07047173212127476,-0.03243472371547529,0.0,0.0,0.6097493646481464,0.27143017910783696,2.073238433421968,Strong market fit; High commercial activity; High category diversity
88be635617fffff,809,809,9,190,1,798,1.0,0.011111111111111112,0.2345679012345679,809,0.008504801097393691,,0,0,0,,0.0,206051511,Port Melbourne Industrial,0.841078623230114,10,1907,South Melbourne,22310,0.24364406779661016,0.7563559322033898,6.697034247666484,6.683360945766275,0.011049836186584975,0.008468839032819147,0.2736625514403292,0.6990771628167164,0.7146175397579232,0.02725224924566691,0.020886727028950534,0.0,0.0,0.914712620654256,0.9167387205317054,0.2736625514403292,0.5592617302533731,0.3573087698789616,-0.02452702432110022,-0.01253203621737032,0.0,0.0,0.6402988344579791,0.2750216161595116,2.068494441651684,Strong market fit; High commercial activity; High category diversity
88be63cdbdfffff,944,944,56,317,3,996,1.0,0.05925925925925926,0.33544973544973544,944,0.039380756417793455,,0,0,0,,0.0,207011152,Hawthorn East,0.8522792678715321,10,15684,Hawthorn East,21153,0.2630402384500745,0.7369597615499255,6.851184927493743,6.904750769961838,0.057569851821477835,0.03862510929516018,0.39135802469135805,0.7170260713646985,0.7382896192367808,0.1419847248758089,0.09526124078932165,0.0,0.0,0.9268938492932883,0.8932296556708377,0.39135802469135805,0.5736208570917588,0.3691448096183904,-0.12778625238822802,-0.05715674447359299,0.0,0.0,0.6488256945053018,0.2679688967012513,2.0659752857462395,Strong market fit; High commercial activity; Strong complements
88be63563bfffff,1933,1933,10,313,0,2015,1.0,0.005170630816959669,0.16184074457083764,1933,0.004333812075641998,,0,0,0,,0.0,206041508,Southbank (West) - South Wharf,0.773201335328652,10,6463,Southbank,22315,0.2877176015473888,0.7122823984526112,7.56734567601324,7.60887062919126,0.00515730900714475,0.004324448156650471,0.1888142019993106,0.8004139863270939,0.8135775478075058,0.012719489060866253,0.010665401461614434,0.0,0.0,0.8408928727919176,0.8633195388743388,0.1888142019993106,0.6403311890616752,0.4067887739037529,-0.01144754015477963,-0.0063992408769686605,0.0,0.0,0.5886250109543423,0.2589958616623016,2.0657082565496343,High commercial activity; Strong market fit; High category diversity
88be635541fffff,281,281,0,126,0,285,1.0,0.0,0.44680851063829785,281,0.0,,0,0,0,,0.0,209021428,Preston - East,0.6853516749165419,7,20711,Preston (Vic.),22121,0.29168900804289544,0.7083109919571046,5.641907070938114,5.655991810819852,0.0,0.0,0.5212765957446809,0.5762208690734096,0.6047662224946054,0.0,0.0,0.0,0.0,0.7453522290521677,0.8585060086904794,0.5212765957446809,0.46097669525872775,0.3023831112473027,-0.0,-0.0,0.0,0.0,0.5217465603365173,0.25755180260714383,2.0639347651943725,Strong market fit; Strong complements; High commercial activity
88be63526dfffff,696,696,24,295,1,760,1.0,0.03443328550932568,0.4232424677187948,696,0.01985965677869286,,0,0,0,,0.0,211031266,Ringwood,0.6864682859445147,7,18715,Ringwood (Vic.),22174,0.34781097984711606,0.6521890201528839,6.546785410760524,6.634633357861686,0.03385372652442519,0.01966502643617721,0.49378287900526063,0.6815825748195191,0.7094073484680492,0.08349356294153469,0.04849992278726792,0.0,0.0,0.7465665961415676,0.7904835573088427,0.49378287900526063,0.5452660598556153,0.3547036742340246,-0.07514420664738122,-0.029099953672360748,0.0,0.0,0.5225966172990973,0.2371450671926528,2.0492501372669083,High commercial activity; Strong market fit; Strong complements
88be63519bfffff,582,582,26,236,0,632,1.0,0.044596912521440824,0.40480274442538594,582,0.02654395993986272,,0,0,0,,0.0,209011197,Greensborough,0.7714055485207781,8,20807,Greensborough,21104,0.3111432706222865,0.6888567293777135,6.368187186350492,6.450470422144176,0.04363108135940465,0.026197781635249384,0.4722698684962836,0.6607870570809019,0.6897157494200564,0.10760748702392747,0.06461167955359726,0.0,0.0,0.8389398700502022,0.8349265337018137,0.4722698684962836,0.5286296456647216,0.3448578747100282,-0.09684673832153473,-0.038767007732158354,0.0,0.0,0.5872579090351415,0.2504779601105441,2.0478795119630258,Strong market fit; High commercial activity; Strong complements
88be635637fffff,4465,4465,57,1050,0,4884,1.0,0.012763098969995522,0.23510971786833856,4465,0.009762370372034193,,0,0,0,,0.0,206041504,Melbourne CBD - North,0.6161102797283295,8,16870,Melbourne,21640,0.5206246317030053,0.4793753682969947,8.404248432400102,8.493924564476883,0.012682337077739969,0.009715026311853687,0.27429467084639503,0.8978607900309444,0.9082118300076218,0.031278491845855086,0.023960203030002885,0.0,0.0,0.6700489502610262,0.581025338833235,0.27429467084639503,0.7182886320247556,0.4541059150038109,-0.028150642661269577,-0.014376121818001731,0.0,0.0,0.4690342651827183,0.1743076016499705,2.047504320228379,High commercial activity; Strong market fit; High category diversity
88be63573dfffff,250,250,3,98,0,258,1.0,0.01195219123505976,0.3904382470119522,250,0.007285598641291408,,0,0,0,,0.0,206021110,Alphington - Fairfield,0.8142511799240243,9,8994,Fairfield (Vic.),20901,0.2945007235890014,0.7054992764109986,5.5254529391317835,5.556828061699537,0.011881327886752696,0.007259186873618788,0.45551128818061093,0.5626612495883136,0.5941631509255887,0.029302960104727827,0.017903357720443564,0.0,0.0,0.8855365123877962,0.8550980781084753,0.45551128818061093,0.45012899967065095,0.29708157546279435,-0.026372664094255045,-0.010742014632266138,0.0,0.0,0.6198755586714573,0.2565294234325426,2.042012166691535,Strong market fit; Strong complements; High commercial activity
88be635667fffff,507,507,20,152,1,529,1.0,0.03937007874015748,0.2992125984251969,507,0.02759005518011036,,0,0,0,,0.0,206071517,Richmond (South) - Cremorne,0.8752906642108897,10,17671,Richmond (Vic.),22170,0.17494929006085191,0.8250507099391481,6.230481447578482,6.272877006546167,0.03861483612777958,0.02721630849180524,0.3490813648293964,0.6447529551585434,0.6707265954956001,0.09523590404104129,0.06712367586644434,0.0,0.0,0.9519198267336029,1.0,0.3490813648293964,0.5158023641268347,0.33536329774780005,-0.08571231363693717,-0.0402742055198666,0.0,0.0,0.666343878713522,0.3,2.0406043862607492,Strong market fit; High commercial activity; Strong complements
88be635441fffff,1160,1160,18,287,1,1332,1.0,0.015503875968992248,0.24720068906115417,1160,0.011671307146338693,,0,0,0,,0.0,206071142,Fitzroy,0.7072464602279267,8,10431,Fitzroy (Vic.),20924,0.24170085788884743,0.7582991421111526,7.057036981697891,7.195187320178709,0.01538491883947943,0.011603722797911234,0.28840080390467987,0.7409949549237262,0.76934451132715,0.03794387860218851,0.028618301712944813,0.0,0.0,0.7691638394030822,0.9190939817106286,0.28840080390467987,0.592795963938981,0.384672255663575,-0.03414949074196966,-0.017170981027766888,0.0,0.0,0.5384146875821575,0.2757281945131886,2.0286914338328454,High commercial activity; Strong market fit; High category diversity
88be635625fffff,491,491,10,144,0,522,1.0,0.02032520325203252,0.2926829268292683,491,0.01437636327582788,,0,0,0,,0.0,206071139,Abbotsford,0.8189593645677449,10,9088,Abbotsford (Vic.),20002,0.22546201232032853,0.7745379876796714,6.198478716492308,6.259581464064923,0.02012140319942108,0.014274003242269354,0.34146341463414637,0.6410266394900358,0.6693049712656964,0.04962548637860442,0.03520402361838132,0.0,0.0,0.8906568849606269,0.9387762210843957,0.34146341463414637,0.5128213115920287,0.3346524856328482,-0.04466293774074398,-0.02112241417102879,0.0,0.0,0.6234598194724388,0.2816328663253187,2.0282445457450082,Strong market fit; High commercial activity; Strong complements
88be63cee7fffff,385,385,2,134,0,403,1.0,0.0051813471502590676,0.3471502590673575,385,0.0033826411447287178,,0,0,0,,0.0,208031191,Moorabbin - Heatherton,0.7706918383791872,8,9116,Moorabbin,21746,0.33542976939203356,0.6645702306079664,5.955837369464831,6.0014148779611505,0.00516797015844258,0.003376932883216447,0.4050086355785838,0.6127741053290722,0.6417005410835962,0.012745782695225012,0.00832854126208955,0.0,0.0,0.8381636766528536,0.8054901627282788,0.4050086355785838,0.4902192842632578,0.3208502705417981,-0.01147120442570251,-0.00499712475725373,0.0,0.0,0.5867145736569975,0.24164704881848362,2.0279714836761644,Strong market fit; High commercial activity; Strong complements
