area_id,total_poi_count,active_poi_count,competitor_count,complementary_count,commercial_other_count,unique_category_count,mean_data_quality_score,competitor_density_proxy,complementarity_ratio,commercial_activity_proxy,saturation_proxy,recent_refresh_share,station_entrance_count,pt_facility_count,bus_shelter_count,transit_access_raw,transit_access_score,sa2_code_2021,sa2_name_2021,market_fit_score,seifa_irsad_decile,sa2_population,sal_name_2021,sal_code_2021,commercial_activity_log,diversity_log,competition_log,saturation_log,n_complementarity,n_activity,n_diversity,n_competition,n_saturation,n_quality,n_transit,n_market_fit,score_complementarity,score_activity,score_diversity,score_competition,score_saturation,score_quality,score_transit_access,score_market_fit,opportunity_score,reasons_top3
88be0e35cbfffff,14895,14895,893,5113,1687,15502,1.0,0.05994897959183673,0.3432465091299678,14895,0.03937170162103509,,23,7,10,4.07753744390572,1.0,117031644,Sydney (North) - Millers Point,0.8475941061356048,10,8004,Sydney,13730,9.608847999516849,9.648788832566362,0.05822077450504034,0.03861639753467768,0.43533703596971524,1.0,1.0,0.14359009774401846,0.09523975494428026,0.0,1.0,0.8669143099347728,0.39180333237274373,1.1,0.6,-0.1579491075184203,-0.07619180395542421,0.0,0.6,0.4334571549673864,2.8911195758662855,High commercial activity; High category diversity; Strong transit access
88be0e3437fffff,3188,3188,221,726,676,3369,1.0,0.06930072122922547,0.22765757290686736,3188,0.05352388723348458,,3,3,2,2.3978952727983707,0.5425901187367163,117031645,Sydney (South) - Haymarket,0.6817946356624841,9,19935,Sydney,13730,8.067462667010057,8.122668023346407,0.06700490326750486,0.05214062817067537,0.28873643393066106,0.8271156285067979,0.8418329143996779,0.1652544249248451,0.12859461178781878,0.0,0.5425901187367163,0.6973355782136718,0.259862790537595,0.9098271913574777,0.5050997486398067,-0.18177986741732963,-0.10287568943025503,0.0,0.32555407124202973,0.3486677891068359,2.06435603403616,High commercial activity; High category diversity; Strong market fit
88be08d8adfffff,1280,1280,82,498,146,1380,1.0,0.06401249024199844,0.38875878220140514,1280,0.0391270724898398,,2,1,0,1.791759469228055,0.37752370714636113,128011530,Miranda - Yowie Bay,0.7596408426384251,8,20705,Miranda (NSW),12656,7.155396301896734,7.2305631534092925,0.06204712979979837,0.038381007323846805,0.493059918889587,0.7248167309065046,0.7493752095604858,0.15302705105576261,0.09465921125229856,0.0,0.37752370714636113,0.7769562248334,0.4437539270006283,0.7972984039971551,0.44962512573629143,-0.16832975616133888,-0.07572736900183885,0.0,0.22651422428781667,0.3884781124167,2.061612668275414,High commercial activity; High category diversity; Strong complements
88be0e35ddfffff,1634,1634,142,443,308,1689,1.0,0.08685015290519878,0.2709480122324159,1634,0.06331827661345378,,5,5,0,2.772588722239781,0.644628808385794,117031641,Pyrmont,0.8064636813629561,10,12658,Pyrmont,13297,7.399398083331354,7.432483807917119,0.08328374482329756,0.06139446810373921,0.3436413813679421,0.7521843811214842,0.7703022562615504,0.205402988217374,0.15141738925501141,0.0,0.644628808385794,0.8248463512845268,0.3092772432311479,0.8274028192336327,0.4621813537569302,-0.2259432870391114,-0.12113391140400914,0.0,0.38677728503147635,0.4124231756422634,2.05098467845233,High commercial activity; High category diversity; Strong market fit
88be0e34e9fffff,1731,1731,132,508,456,1887,1.0,0.07621247113163972,0.29330254041570436,1731,0.05385915973737126,,3,1,0,2.0794415416798357,0.4558669548126133,117031640,Newtown (NSW),0.8345746517785195,10,14667,Newtown (NSW),12969,7.4570320891223805,7.543273346705446,0.07344790612315602,0.05245881665301824,0.37199346589308846,0.7586487081509964,0.7817844786120274,0.18114482517583883,0.1293793611435093,0.0,0.4558669548126133,0.8535980879270962,0.3347941193037796,0.8345135789660961,0.4690706871672164,-0.19925930769342273,-0.10350348891480746,0.0,0.27352017288756797,0.4267990439635481,2.035934805679978,High commercial activity; High category diversity; Strong market fit
88be0e3443fffff,649,649,41,378,59,677,1.0,0.06307692307692307,0.5815384615384616,649,0.026395266272189345,,0,1,0,0.6931471805599453,0.07834324766625216,118021564,Kensington (NSW),0.8192529066421088,10,11809,Kensington (NSW),12107,6.476972362889683,6.519147287940395,0.0611674608779871,0.026052922336898154,0.7375609756097561,0.6487235608032009,0.675644104256601,0.15085752054815452,0.0642544125645162,0.0,0.07834324766625216,0.8379270963336237,0.6638048780487805,0.7135959168835211,0.4053864625539606,-0.16594327260296998,-0.05140353005161296,0.0,0.04700594859975129,0.41896354816681186,2.0314099515982424,High commercial activity; Strong complements; Strong market fit
88be0e35e3fffff,3191,3191,223,1071,306,3146,1.0,0.06986215538847118,0.3355263157894737,3191,0.04642156377786572,,0,1,0,0.6931471805599453,0.07834324766625216,121041417,North Sydney - Lavender Bay,0.8858639346149417,10,12441,North Sydney,13020,8.068402958569699,8.054204897064407,0.06752981343519106,0.045376309094344675,0.4255455712451861,0.8272210931896911,0.8347373993593938,0.16654901268884617,0.11191174822924543,0.0,0.07834324766625216,0.9060564673746673,0.3829910141206675,0.9099432025086602,0.5008424396156362,-0.1832039139577308,-0.08952939858339636,0.0,0.04700594859975129,0.45302823368733364,2.021077525990922,High commercial activity; High category diversity; Strong market fit
88be08cb5dfffff,1352,1352,101,466,287,1491,1.0,0.07464892830746489,0.344419807834442,1352,0.04893835876476079,,5,1,0,2.4849066497880004,0.5662855607195418,119031664,Hurstville - Central,0.6114826752618855,6,12046,Hurstville,11971,7.210079628170788,7.307872780763706,0.07199402992267663,0.04777856578557264,0.4368251221314874,0.730950104758371,0.7573875755367707,0.1775591252687298,0.11783644222433791,0.0,0.5662855607195418,0.625420915063461,0.39314260991833866,0.8040451152342081,0.4544325453220624,-0.1953150377956028,-0.09426915377947033,0.0,0.3397713364317251,0.3127104575317305,2.0145178728629913,High commercial activity; High category diversity; Strong complements
88be0e2051fffff,1163,1163,30,431,42,1217,1.0,0.02577319587628866,0.3702749140893471,1163,0.01623002798738796,,0,0,0,,0.0,122031429,Freshwater - Brookvale,0.8860366064233912,10,21828,Brookvale,10598,7.059617628291383,7.1049654482698426,0.025446665661164262,0.016099729029830485,0.46961696421087923,0.7140740337758761,0.7363582695777663,0.06275919962606487,0.03970681744959328,0.0,0.0,0.9062330750936021,0.4226552677897913,0.7854814371534637,0.44181496174665974,-0.06903511958867137,-0.031765453959674624,0.0,0.0,0.45311653754680103,2.0022676306883698,High commercial activity; Strong market fit; High category diversity
88be0e25c1fffff,214,214,10,67,19,223,1.0,0.046511627906976744,0.3116279069767442,214,0.032017306652244455,,9,2,0,3.044522437723423,0.7186833722985659,126011496,Pennant Hills - Cheltenham,0.9101128122481867,10,21737,Pennant Hills,13194,5.3706380281276624,5.4116460518550396,0.045462374076757336,0.0315154369306207,0.3952353942144073,0.5246352409697572,0.5608627306247785,0.11212401059335915,0.0777266312202959,0.0,0.7186833722985659,0.9308580780370639,0.3557118547929666,0.577098765066733,0.3365176383748671,-0.12333641165269507,-0.06218130497623672,0.0,0.43121002337913955,0.46542903901853194,1.9804496040033062,High commercial activity; Strong market fit; Strong transit access
88be0e341dfffff,651,651,48,226,77,696,1.0,0.0736196319018405,0.34662576687116564,651,0.048101170537092106,,4,1,1,2.3513752571634776,0.5299215187253853,117031648,Zetland,0.8419880280879475,10,12622,Zetland,14542,6.480044561926653,6.546785410760524,0.07103577311675173,0.04698011801151056,0.43962292383660034,0.6490681438146046,0.6785085179462079,0.17519577319043145,0.11586722771464185,0.0,0.5299215187253853,0.8611804459933595,0.39566063145294034,0.7139749581960652,0.40710511076772476,-0.1927153505094746,-0.09269378217171348,0.0,0.3179529112352312,0.43059022299667976,1.9798747019674532,High commercial activity; Strong market fit; High category diversity
88be0e3693fffff,771,771,40,260,96,781,1.0,0.05181347150259067,0.33678756476683935,771,0.03436333861311713,,4,1,0,2.302585092994046,0.5166346987208347,119041381,Rockdale - Banksia,0.6548117877287901,6,19853,Rockdale,13394,6.648984550024776,6.661854740545311,0.05051579013690178,0.03378610567139438,0.42714520409452794,0.6680167370355566,0.6904342976250426,0.12458726811932205,0.08332678939757596,0.0,0.5166346987208347,0.6697376786681424,0.38443068368507516,0.7348184107391124,0.4142605785750256,-0.13704599493125427,-0.06666143151806077,0.0,0.3099808192325008,0.3348688393340712,1.97465190511647,High commercial activity; High category diversity; Strong complements
88be0e2053fffff,993,993,45,427,52,1049,1.0,0.04527162977867203,0.4295774647887324,993,0.02582395783149602,,0,0,0,,0.0,122031429,Freshwater - Brookvale,0.8860366064233912,10,21828,Brookvale,10598,6.901737206656574,6.956545443151569,0.04427678444265336,0.025496150965943497,0.5448299553418069,0.6963659001315621,0.7209760275478309,0.1091999867738109,0.06288124540457865,0.0,0.0,0.9062330750936021,0.4903469598076262,0.7660024901447183,0.4325856165286985,-0.120119985451192,-0.05030499632366292,0.0,0.0,0.45311653754680103,1.9716266222529888,High commercial activity; Strong complements; Strong market fit
88be0e343dfffff,3163,3163,226,954,558,3284,1.0,0.07142857142857142,0.30151706700379266,3163,0.049891638071157665,,0,1,1,0.9162907318741551,0.13911099157447346,117031336,Surry Hills,0.8037757568780936,10,15828,Surry Hills,13714,8.059592328887545,8.09712193091871,0.06899287148695145,0.04868695700676331,0.38241188985846875,0.8262328781451238,0.8391853186370394,0.17015735782756056,0.12007681063835282,0.0,0.13911099157447346,0.8220971577931099,0.34417070087262186,0.9088561659596363,0.5035111911822236,-0.18717309361031662,-0.09606144851068227,0.0,0.08346659494468407,0.41104857889655494,1.9678186897347218,High commercial activity; High category diversity; Strong market fit
88be0e3423fffff,2521,2521,225,546,587,2635,1.0,0.08921490880253767,0.21649484536082475,2521,0.06990034091745219,,3,1,0,2.0794415416798357,0.4558669548126133,117031329,Darlinghurst,0.8367272936571889,10,10615,Darlinghurst,11213,7.8328075165248645,7.877017895622398,0.085457169570409,0.06756550480659418,0.27457882826250946,0.8007963121400733,0.8163737472454651,0.21076331319638955,0.16663703844171465,0.0,0.4558669548126133,0.8557997974898156,0.2471209454362585,0.8808759433540807,0.489824248347279,-0.23183964451602854,-0.13330963075337174,0.0,0.27352017288756797,0.4278998987449078,1.9540919335006939,High commercial activity; High category diversity; Strong market fit
88be0e2705fffff,350,350,23,104,44,359,1.0,0.06552706552706553,0.2962962962962963,350,0.046111638704231295,,7,1,0,2.772588722239781,0.644628808385794,121031408,Lindfield - Roseville,0.9411994934960284,10,24599,Lindfield,12348,5.860786223465865,5.886104031450156,0.06346957394866612,0.045080089110324316,0.3757904245709124,0.5796110869846921,0.6100355322922518,0.1565352299851522,0.11118117985703094,0.0,0.644628808385794,0.9626533543692748,0.3382113821138212,0.6375721956831614,0.3660213193753511,-0.17218875298366745,-0.08894494388562475,0.0,0.38677728503147635,0.4813266771846374,1.9487751625191552,High commercial activity; Strong market fit; Strong transit access
88be0e3419fffff,1013,1013,61,437,57,1044,1.0,0.0601577909270217,0.43096646942800787,1013,0.034231800162614914,,0,0,1,0.4054651081081644,0.0,117031330,Erskineville - Alexandria,0.9044779555657879,10,19126,Alexandria,10030,6.921658184151129,6.951772164398911,0.0584177564106347,0.03365892906905803,0.5465916197623515,0.6986002704742947,0.7204813251726948,0.14407591489981136,0.08301313330290054,0.0,0.0,0.9250947794758283,0.49193245778611633,0.7684602975217243,0.4322887951036169,-0.1584835063897925,-0.06641050664232044,0.0,0.0,0.46254738973791415,1.930334927117259,High commercial activity; Strong complements; Strong market fit
88be0e358dfffff,817,817,53,249,106,828,1.0,0.0647921760391198,0.30440097799511,817,0.0450693742863804,,2,1,0,1.791759469228055,0.37752370714636113,121041417,North Sydney - Lavender Bay,0.8858639346149417,10,12441,North Sydney,13020,6.706862336602747,6.720220155135295,0.06277964024975573,0.04408327009018218,0.3860695330669688,0.6745084069281699,0.6964832863222551,0.15483364411471934,0.10872272165629171,0.0,0.37752370714636113,0.9060564673746673,0.3474625797602719,0.741959247620987,0.417889971793353,-0.17031700852619128,-0.08697817732503338,0.0,0.22651422428781667,0.45302823368733364,1.9295590712985375,High commercial activity; Strong market fit; High category diversity
88be0e26cdfffff,548,548,38,117,77,559,1.0,0.0692167577413479,0.21311475409836064,548,0.054465645435814745,,13,1,0,3.332204510175204,0.797026619964818,125011710,Wentworth Point - Sydney Olympic Park,0.7895706227696557,9,20412,Sydney Olympic Park,13731,6.3080984415095305,6.327936783729195,0.06692637831856582,0.053034141397748445,0.2702918832467013,0.6297823777364603,0.6558270570054651,0.16506075857139382,0.13079828655342823,0.0,0.797026619964818,0.8075682294487484,0.24326269492203115,0.6927606155101064,0.393496234203279,-0.18156683442853322,-0.10463862924274259,0.0,0.4782159719788908,0.4037841147243742,1.9253141676674055,High commercial activity; Strong transit access; Strong market fit
88be0e3421fffff,716,716,28,207,47,691,1.0,0.03905160390516039,0.28870292887029286,716,0.027777291480658016,,1,1,0,1.3862943611198906,0.2671051012394327,118011650,Double Bay - Darling Point,0.8920398296304822,10,9958,Edgecliff,11382,6.57507584059962,6.539585955617669,0.03830837777993915,0.02739850103404814,0.3661598122257373,0.659727011872504,0.6777623667693311,0.0944800847566883,0.06757301796419718,0.0,0.2671051012394327,0.9123731367885651,0.3295438310031636,0.7256997130597546,0.40665742006159866,-0.10392809323235715,-0.05405841437135775,0.0,0.16026306074365962,0.45618656839428257,1.920364085658744,High commercial activity; Strong market fit; High category diversity
88be0e2735fffff,522,522,35,152,67,535,1.0,0.06692160611854685,0.29063097514340347,522,0.04747211447415082,,4,1,0,2.302585092994046,0.5166346987208347,121031407,Gordon - Killara,0.9042477264878552,10,22433,Gordon (NSW),11724,6.259581464064923,6.284134161070802,0.06477749831638804,0.04637975143274626,0.3686051392062678,0.6243406319410598,0.6512873553477242,0.1597609683817913,0.11438654154274037,0.0,0.5166346987208347,0.9248593025172486,0.331744625285641,0.6867746951351659,0.3907724132086345,-0.17573706521997043,-0.0915092332341923,0.0,0.3099808192325008,0.4624296512586243,1.9144559056664041,High commercial activity; Strong market fit; High category diversity
88be0e35abfffff,1935,1935,137,623,251,1957,1.0,0.07076446280991736,0.321797520661157,1935,0.047992634126767304,,0,1,0,0.6931471805599453,0.07834324766625216,121011401,St Leonards - Naremburn,0.8942500287786346,10,11903,St Leonards (NSW),13657,7.568379267836522,7.579678823090456,0.06837284459925726,0.046876557369157336,0.40813344083854064,0.7711375950007425,0.7855575403938476,0.16862818336767388,0.11561181574384018,0.0,0.07834324766625216,0.9146337155909293,0.3673200967546866,0.8482513545008169,0.47133452423630856,-0.18549100170444127,-0.09248945259507214,0.0,0.04700594859975129,0.45731685779546466,1.9132483275875145,High commercial activity; High category diversity; Strong market fit
88be0e2697fffff,534,534,9,167,93,576,1.0,0.016822429906542057,0.3121495327102804,534,0.011571316272163509,,2,1,0,1.791759469228055,0.37752370714636113,125041719,Rosehill - Harris Park,0.6055830551398641,5,9034,Harris Park,11867,6.282266746896006,6.3578422665081,0.01668249995993608,0.011504880599650656,0.3958969683154776,0.6268850514198796,0.658926459769672,0.04114410741228503,0.02837452685714585,0.0,0.37752370714636113,0.6193868179998587,0.3563072714839299,0.6895735565618676,0.3953558758618032,-0.04525851815351354,-0.022699621485716682,0.0,0.22651422428781667,0.30969340899992936,1.9094861975561166,High commercial activity; High category diversity; Strong complements
88be0e3411fffff,824,824,43,316,51,844,1.0,0.052121212121212124,0.38303030303030305,824,0.03215720844811754,,0,0,2,0.6931471805599453,0.07834324766625216,117031330,Erskineville - Alexandria,0.9044779555657879,10,19126,Alexandria,10030,6.715383386334681,6.739336627357174,0.050808328325669186,0.031650989225316575,0.4857945306725795,0.6754641421984492,0.6984645165630246,0.12530875606715644,0.0780609443140374,0.0,0.07834324766625216,0.9250947794758283,0.4372150776053216,0.7430105564182942,0.4190787099378147,-0.1378396316738721,-0.06244875545122992,0.0,0.04700594859975129,0.46254738973791415,1.908569295173994,High commercial activity; Strong market fit; Strong complements
88be0e3433fffff,1953,1953,160,670,357,2068,1.0,0.08188331627430911,0.3428863868986694,1953,0.05380664180973025,,0,0,4,1.0986122886681098,0.18876185357318062,117031331,Glebe - Forest Lodge,0.7750834580407504,9,20262,Glebe (NSW),11645,7.577633832602728,7.634820677745543,0.0787033338274549,0.05240898149640724,0.4348802955788002,0.7721756025510327,0.7912724394979687,0.19410630471922016,0.12925645252421153,0.0,0.18876185357318062,0.7927508418301268,0.3913922660209202,0.849393162806136,0.4747634636987812,-0.2135169351911422,-0.10340516201936922,0.0,0.11325711214390836,0.3963754209150634,1.9082593283742977,High commercial activity; High category diversity; Strong market fit
88be0e3585fffff,483,483,24,155,19,449,1.0,0.049586776859504134,0.3202479338842975,483,0.03370671402226624,,2,1,0,1.791759469228055,0.37752370714636113,121041414,Crows Nest - Waverton,0.8905606078047656,10,17916,Waverton,14219,6.182084906716632,6.1092475827643655,0.04839654086185018,0.033151093707385795,0.40616811126788954,0.6156484877202135,0.6331621189744124,0.11936055629462357,0.08176065719209112,0.0,0.37752370714636113,0.9108601973296913,0.3655513001411006,0.6772133364922349,0.37989727138464746,-0.13129661192408593,-0.0654085257536729,0.0,0.22651422428781667,0.45543009866484563,1.9079010932928862,High commercial activity; Strong market fit; High category diversity
88be0e3487fffff,239,239,7,77,14,225,1.0,0.029166666666666667,0.32083333333333336,239,0.01980902777777778,,3,2,0,2.1972245773362196,0.48794231305328967,120031395,Haberfield - Summer Hill,0.8488833889720271,10,13520,Haberfield,11835,5.480638923341991,5.420534999272286,0.028749413285985893,0.019615382098046395,0.4069105691056911,0.536973126397725,0.5617839806978702,0.070904777528518,0.0483774847842485,0.0,0.48794231305328967,0.8682329809028186,0.366219512195122,0.5906704390374975,0.3370703884187221,-0.0779952552813698,-0.0387019878273988,0.0,0.2927653878319738,0.4341164904514093,1.904144974825956,High commercial activity; Strong market fit; Strong complements
88be085155fffff,318,318,10,99,45,328,1.0,0.03134796238244514,0.3103448275862069,318,0.021619284401686305,,5,1,0,2.4849066497880004,0.5662855607195418,116011626,Seven Hills - Prospect,0.6800046045815586,6,14866,Seven Hills (NSW),13533,5.765191102784844,5.796057750765372,0.030866647980527316,0.021388902223737506,0.3936080740117746,0.5688889774587911,0.6007031401913011,0.07612652078632902,0.052751523610834766,0.0,0.5662855607195418,0.6955047448607155,0.35424726661059713,0.6257778752046702,0.36042188411478066,-0.08373917286496192,-0.04220121888866782,0.0,0.3397713364317251,0.3477523724303577,1.9020303430385013,High commercial activity; High category diversity; Strong complements
88be08c965fffff,1353,1353,97,434,216,1411,1.0,0.07163958641063516,0.3205317577548006,1353,0.048676823853607346,,2,1,0,1.791759469228055,0.37752370714636113,120031678,Burwood (NSW),0.6541844134914239,7,15942,Burwood (NSW),10716,7.21081845347222,7.252762418053187,0.06918979941196754,0.04752920173188361,0.40652808300608856,0.7310329726468786,0.7516759402562357,0.17064304185086634,0.11722143479533244,0.0,0.37752370714636113,0.6690960039560129,0.3658752747054797,0.8041362699115665,0.45100556415374143,-0.187707346035953,-0.09377714783626595,0.0,0.22651422428781667,0.33454800197800644,1.9005948411643918,High commercial activity; High category diversity; Strong complements
88be0e36a5fffff,575,575,32,181,57,576,1.0,0.05555555555555555,0.3142361111111111,575,0.03809799382716049,,3,1,0,2.0794415416798357,0.4558669548126133,117011635,Mascot,0.7719811212156095,9,21573,Mascot,12529,6.3561076606958915,6.3578422665081,0.054067221270275766,0.0373901866722423,0.39854336043360433,0.6351671725115701,0.658926459769672,0.13334617501995377,0.0922155468486523,0.0,0.4558669548126133,0.7895777898132668,0.3586890243902439,0.6986838897627271,0.3953558758618032,-0.14668079252194915,-0.07377243747892184,0.0,0.27352017288756797,0.3947888949066334,1.9005846278081047,High commercial activity; High category diversity; Strong market fit
88be0e2749fffff,415,415,18,123,45,420,1.0,0.04326923076923077,0.2956730769230769,415,0.030475684171597635,,3,1,0,2.0794415416798357,0.4558669548126133,121011682,Artarmon,0.8319845746517784,10,9406,Artarmon,10091,6.030685260261263,6.042632833682381,0.04235927383914158,0.030020524924032375,0.375,0.5986672487206436,0.6262581696562195,0.10447082373322628,0.074039724562499,0.0,0.4558669548126133,0.8509489721430757,0.3375,0.658533973592708,0.37575490179373167,-0.11491790610654891,-0.059231779649999206,0.0,0.27352017288756797,0.42547448607153787,1.8966338485889975,High commercial activity; Strong market fit; High category diversity
